x_m,y_m,z_m,U,V,W
0.057838,0.0,0.0564496,-0.0005897,0.0010713,0.0710832
0.057838,0.0,0.0580142,-0.0005788,0.0010999,0.075825
0.057838,0.0,0.0595789,-0.0005788,0.0010999,0.075825
0.057838,0.0,0.0611435,-0.0005629,0.0011267,0.0805394
0.057838,0.0,0.0627081,-0.0005414,0.0011513,0.085156
0.057838,0.0,0.0642727,-0.0005143,0.0011736,0.0895948
0.057838,0.0,0.0658373,-0.0004781,0.0011899,0.0895937
0.057838,0.0,0.0674019,-0.0004444,0.0012087,0.093756
0.057838,0.0,0.0689666,-0.0004053,0.0012245,0.0975399
0.057838,0.0,0.0705312,-0.0003723,0.0012345,0.0999841
0.057838,0.0,0.0720958,-0.000349,0.0012406,0.1014412
0.057838,0.0,0.0736604,-0.0002992,0.0012529,0.1038131
0.057838,0.0,0.075225,-0.0002671,0.0012627,0.1046758
0.057838,0.0,0.0767896,-0.0001856,0.0012869,0.1056297
0.057838,0.0,0.0783543,-0.000137,0.0012999,0.1056626
0.057838,0.0,0.0799189,-2.28e-05,0.0013279,0.1046806
0.057838,0.0,0.0814835,4.42e-05,0.0013443,0.1035959
0.057838,0.0,0.0830481,0.0002042,0.0013873,0.1000541
0.057838,0.0,0.0846127,0.0003003,0.0014169,0.0975229
0.057838,0.0,0.0861773,0.0005355,0.0015013,0.0907753
0.057838,0.0,0.0877419,0.0006317,0.0015745,0.0865143
0.057838,0.0,0.0893066,0.0009818,0.001747,0.0761996
0.057838,0.0,0.0908712,0.0011952,0.0018605,0.0702078
0.057838,0.0,0.0924358,0.0017068,0.0021475,0.0569492
0.057838,0.0,0.0940004,0.0020038,0.0023202,0.049958
0.057838,0.0,0.095565,0.0026566,0.0027112,0.0362269
0.057838,0.0,0.0971296,0.0029928,0.0029191,0.0299388
0.057838,0.0,0.0986943,0.0036104,0.0033176,0.0194839
0.057838,0.0,0.1002589,0.0038569,0.0034857,0.0154719
0.057838,0.0,0.1018235,0.0041449,0.0037,0.009351
0.057838,0.0,0.1033881,0.0041654,0.0037283,0.0066762
0.057838,0.0,0.1049527,0.0039514,0.0036195,0.0002795
0.057838,0.0,0.1065173,0.0037331,0.003495,-0.0040462
0.057838,0.0,0.108082,0.0031518,0.0031635,-0.0155735
0.057838,0.0,0.1096466,0.002826,0.0029802,-0.0226353
0.057838,0.0,0.1112112,0.0022646,0.0025674,-0.0383271
0.057838,0.0,0.1127758,0.001975,0.0024176,-0.0464517
0.057838,0.0,0.1143404,0.0014963,0.0021715,-0.0621164
0.057838,0.0,0.115905,0.0013081,0.0020747,-0.06932
0.057838,0.0,0.1174697,0.0010125,0.0019212,-0.0819557
0.057838,0.0,0.1190343,0.0008921,0.0018583,-0.087295
0.057838,0.0,0.1205989,0.0006674,0.0017461,-0.0959849
0.057838,0.0,0.1221635,0.0005503,0.0016939,-0.0993715
0.057838,0.0,0.1237281,-0.0011124,0.0012017,-0.1039192
0.057838,0.0,0.1252928,0.000189,0.0015653,-0.105999
0.057838,0.0,0.1268574,-0.0004912,0.0013744,-0.1072654
0.057838,0.0,0.128422,-0.0001262,0.0014852,-0.1079956
0.057838,0.0,0.1299866,-0.0002211,0.0014625,-0.1078193
0.057838,0.0,0.1315512,-0.0003816,0.0014192,-0.1064817
0.057838,0.0,0.1331158,-0.0004932,0.0013833,-0.1048841
0.057838,0.0,0.1346805,-0.0004932,0.0013833,-0.1048841
0.057838,0.0,0.1362451,-0.0005461,0.0013618,-0.1019663
0.057838,0.0,0.1378097,-0.0005362,0.001361,-0.0984912
0.057838,0.0,0.1393743,-0.0005598,0.0013466,-0.0945858
0.057838,0.0,0.1409389,-0.0005809,0.0013325,-0.0903695
0.057838,0.0,0.1425035,-0.0005809,0.0013325,-0.0903695
0.057838,0.0,0.1440682,-0.0006015,0.0013165,-0.085926
0.057838,0.0,0.1456328,-0.0006207,0.0012974,-0.0813364
0.057838,0.0,0.1471974,-0.0006378,0.0012749,-0.0766678
0.057838,0.0,0.148762,-0.0006774,0.0010499,-0.0759566
0.057838,0.0,0.1503266,-0.0006518,0.0012493,-0.0719807
0.057838,0.0,0.1518912,-0.000662,0.001221,-0.0673251
0.057838,0.0,0.1534559,-0.0006681,0.0011904,-0.0627433
0.057838,0.0,0.1550205,-0.000654,0.0010678,-0.0583935
0.057838,0.0,0.1565851,-0.0006702,0.0011581,-0.0582697
0.057838,0.0,0.1581497,-0.0006684,0.0011246,-0.053932
0.057838,0.0,0.1597143,-0.000663,0.0010903,-0.0497519
0.057838,0.0,0.1612789,-0.0006546,0.0010559,-0.0457458
0.057838,0.0,0.1628436,-0.0006349,0.0010124,-0.0454787
0.057838,0.0,0.1644082,-0.0006435,0.0010217,-0.0419251
0.057838,0.0,0.1659728,-0.0006305,0.0009883,-0.0382969
0.057838,0.0,0.1675374,-0.0006159,0.0009558,-0.0348646
0.057838,0.0,0.169102,-0.0003675,0.0005442,-0.0336391
0.057838,0.0,0.1706666,-0.0006002,0.0009246,-0.0316283
0.057838,0.0,0.1722313,-0.0005839,0.0008949,-0.0285849
0.057838,0.0,0.1737959,-0.0005675,0.000867,-0.0257293
0.057838,0.0,0.1753605,-0.0005511,0.0008409,-0.0230538
0.057838,0.0,0.1769251,-0.0005511,0.0008409,-0.0230538
0.057838,0.0,0.1784897,-0.0005352,0.0008166,-0.0205493
0.057838,0.0,0.1800543,-0.0005199,0.0007944,-0.0182052
0.057838,0.0,0.181619,-0.0005054,0.0007742,-0.0160097
0.057838,0.0,0.1831836,-0.0005054,0.0007742,-0.0160097
0.057838,0.0,0.1847482,-0.000492,0.000756,-0.0139498
0.057838,0.0,0.1863128,-0.0004797,0.00074,-0.0120124
0.057838,0.0,0.1878774,-0.0004686,0.000726,-0.010184
0.057838,0.0,0.189442,-0.0004686,0.000726,-0.010184
0.057838,0.0,0.1910067,-0.0004589,0.000714,-0.0084508
0.057838,0.0,0.1925713,-0.0004505,0.0007041,-0.0067988
0.057838,0.0,0.1941359,-0.0004434,0.0006962,-0.005214
0.057838,0.0,0.1957005,-0.0004434,0.0006962,-0.005214
0.057838,0.0,0.1972651,-0.0004377,0.0006903,-0.0036829
0.057838,0.0,0.1988297,-0.0004334,0.0006863,-0.0021909
0.057838,0.0,0.2003944,-0.0004305,0.0006844,-0.0007267
0.0593977,0.0,0.0251573,-0.0004043,0.0006041,0.0139414
0.0593977,0.0,0.0267219,-0.0004043,0.0006041,0.0139414
0.0593977,0.0,0.0282865,-0.0004232,0.000635,0.0157471
0.0593977,0.0,0.0298511,-0.0004422,0.0006667,0.0177364
0.0593977,0.0,0.0314157,-0.0004611,0.0006991,0.0199211
0.0593977,0.0,0.0329804,-0.0004611,0.0006991,0.0199211
0.0593977,0.0,0.034545,-0.0004798,0.0007323,0.022312
0.0593977,0.0,0.0361096,-0.0004979,0.000766,0.0249188
0.0593977,0.0,0.0376742,-0.0005154,0.0008002,0.0277491
0.0593977,0.0,0.0392388,-0.0005154,0.0008002,0.0277491
0.0593977,0.0,0.0408034,-0.0005317,0.0008347,0.0308079
0.0593977,0.0,0.0423681,-0.0005466,0.0008695,0.0340972
0.0593977,0.0,0.0439327,-0.0005865,0.0008869,0.0376154
0.0593977,0.0,0.0454973,-0.0005986,0.0009212,0.0413561
0.0593977,0.0,0.0470619,-0.0005986,0.0009212,0.0413561
0.0593977,0.0,0.0486265,-0.0006082,0.0009554,0.0453078
0.0593977,0.0,0.0501911,-0.0006148,0.0009892,0.0494529
0.0593977,0.0,0.0517558,-0.0006179,0.0010224,0.053767
0.0593977,0.0,0.0533204,-0.0006179,0.0010224,0.053767
0.0593977,0.0,0.054885,-0.0006171,0.0010548,0.0582179
0.0593977,0.0,0.0564496,-0.0006118,0.0010861,0.062765
0.0593977,0.0,0.0580142,-0.0006014,0.001116,0.0673583
0.0593977,0.0,0.0595789,-0.0006014,0.001116,0.0673583
0.0593977,0.0,0.0611435,-0.0005855,0.0011441,0.0719377
0.0593977,0.0,0.0627081,-0.0005635,0.00117,0.0764305
0.0593977,0.0,0.0642727,-0.0004982,0.0012102,0.0807532
0.0593977,0.0,0.0658373,-0.0004982,0.0012102,0.0807532
0.0593977,0.0,0.0674019,-0.0004619,0.0012298,0.0848044
0.0593977,0.0,0.0689666,-0.000419,0.0012462,0.0884777
0.0593977,0.0,0.0705312,-0.000382,0.0012562,0.0908339
0.0593977,0.0,0.0720958,-0.000356,0.0012624,0.0922305
0.0593977,0.0,0.0736604,-0.0003006,0.0012751,0.0944733
0.0593977,0.0,0.075225,-0.0002656,0.0012852,0.0952671
0.0593977,0.0,0.0767896,-0.0001771,0.0013094,0.0960737
0.0593977,0.0,0.0783543,-0.0001241,0.0013221,0.0960292
0.0593977,0.0,0.0799189,2e-07,0.0013493,0.0948909
0.0593977,0.0,0.0814835,7.31e-05,0.0013651,0.093732
0.0593977,0.0,0.0830481,0.0002458,0.0014064,0.0900699
0.0593977,0.0,0.0846127,0.0003487,0.0014346,0.0875049
0.0593977,0.0,0.0861773,0.0005967,0.0015145,0.080785
0.0593977,0.0,0.0877419,0.0007463,0.00157,0.0766064
0.0593977,0.0,0.0893066,0.0011087,0.0017217,0.0666652
0.0593977,0.0,0.0908712,0.0013256,0.0018212,0.0609902
0.0593977,0.0,0.0924358,0.0017727,0.0021207,0.0486785
0.0593977,0.0,0.0940004,0.0020603,0.0022786,0.0423234
0.0593977,0.0,0.095565,0.0026854,0.0026296,0.0301442
0.0593977,0.0,0.0971296,0.0030048,0.0028118,0.0247264
0.0593977,0.0,0.0986943,0.0035897,0.0031518,0.0160435
0.0593977,0.0,0.1002589,0.0039144,0.0031853,0.012882
0.0593977,0.0,0.1018235,0.0041925,0.0033574,0.0083661
0.0593977,0.0,0.1033881,0.0042149,0.0033825,0.0064858
0.0593977,0.0,0.1049527,0.0040181,0.0033048,0.0018176
0.0593977,0.0,0.1065173,0.0038131,0.0032099,-0.0015402
0.0593977,0.0,0.108082,0.0032603,0.0029466,-0.0109782
0.0593977,0.0,0.1096466,0.0029465,0.0027956,-0.0169865
0.0593977,0.0,0.1112112,0.0023226,0.0024939,-0.0307605
0.0593977,0.0,0.1127758,0.0020366,0.0023553,-0.0380788
0.0593977,0.0,0.1143404,0.0015511,0.0021211,-0.0525096
0.0593977,0.0,0.115905,0.0013548,0.0020274,-0.0592831
0.0593977,0.0,0.1174697,0.0010422,0.0018799,-0.0713803
0.0593977,0.0,0.1190343,0.0009162,0.0018215,-0.0765815
0.0593977,0.0,0.1205989,0.0006945,0.0017229,-0.0851822
0.0593977,0.0,0.1221635,0.0005865,0.0016792,-0.0885931
0.0593977,0.0,0.1237281,0.0003641,0.0016019,-0.0937257
0.0593977,0.0,0.1252928,0.0002526,0.0015697,-0.0954867
0.0593977,0.0,0.1268574,-0.0006902,0.001336,-0.096938
0.0593977,0.0,0.128422,-8.01e-05,0.0014934,-0.0978543
0.0593977,0.0,0.1299866,-0.0001889,0.0014705,-0.0977911
0.0593977,0.0,0.1315512,-0.0003767,0.001426,-0.0966705
0.0593977,0.0,0.1331158,-0.0004583,0.0014039,-0.095225
0.0593977,0.0,0.1346805,-0.0004583,0.0014039,-0.095225
0.0593977,0.0,0.1362451,-0.0005169,0.0013821,-0.0924543
0.0593977,0.0,0.1378097,-0.0005474,0.0013654,-0.0891138
0.0593977,0.0,0.1393743,-0.0005724,0.0013517,-0.0853568
0.0593977,0.0,0.1409389,-0.0005948,0.0013385,-0.0813058
0.0593977,0.0,0.1425035,-0.0005948,0.0013385,-0.0813058
0.0593977,0.0,0.1440682,-0.0006172,0.0013231,-0.0770416
0.0593977,0.0,0.1456328,-0.0006382,0.0013044,-0.0726476
0.0593977,0.0,0.1471974,-0.0006568,0.0012819,-0.0681904
0.0593977,0.0,0.148762,-0.0006936,0.0010462,-0.0674734
0.0593977,0.0,0.1503266,-0.0006719,0.0012559,-0.0637309
0.0593977,0.0,0.1518912,-0.0006828,0.0012267,-0.0593188
0.0593977,0.0,0.1534559,-0.0006891,0.0011949,-0.0549956
0.0593977,0.0,0.1550205,-0.0006909,0.001161,-0.050795
0.0593977,0.0,0.1565851,-0.0006909,0.001161,-0.050795
0.0593977,0.0,0.1581497,-0.0006884,0.0011256,-0.0467437
0.0593977,0.0,0.1597143,-0.0006821,0.0010893,-0.0428623
0.0593977,0.0,0.1612789,-0.0006724,0.0010527,-0.0391659
0.0593977,0.0,0.1628436,-0.0006361,0.0009763,-0.0388881
0.0593977,0.0,0.1644082,-0.0006599,0.0010163,-0.0356644
0.0593977,0.0,0.1659728,-0.0006452,0.0009805,-0.0323637
0.0593977,0.0,0.1675374,-0.0006289,0.0009457,-0.0292657
0.0593977,0.0,0.169102,-0.0003246,0.0004582,-0.0281154
0.0593977,0.0,0.1706666,-0.0006115,0.0009124,-0.026369
0.0593977,0.0,0.1722313,-0.0005935,0.0008806,-0.0236692
0.0593977,0.0,0.1737959,-0.0005754,0.0008507,-0.0211597
0.0593977,0.0,0.1753605,-0.0005575,0.0008227,-0.0188319
0.0593977,0.0,0.1769251,-0.0005575,0.0008227,-0.0188319
0.0593977,0.0,0.1784897,-0.0005402,0.0007968,-0.0166755
0.0593977,0.0,0.1800543,-0.0005236,0.0007731,-0.0146791
0.0593977,0.0,0.181619,-0.000508,0.0007515,-0.01283
0.0593977,0.0,0.1831836,-0.000508,0.0007515,-0.01283
0.0593977,0.0,0.1847482,-0.0004935,0.0007322,-0.0111151
0.0593977,0.0,0.1863128,-0.0004803,0.000715,-0.0095206
0.0593977,0.0,0.1878774,-0.0004685,0.0007001,-0.0080326
0.0593977,0.0,0.189442,-0.0004685,0.0007001,-0.0080326
0.0593977,0.0,0.1910067,-0.0004581,0.0006874,-0.0066372
0.0593977,0.0,0.1925713,-0.0004492,0.0006768,-0.0053203
0.0593977,0.0,0.1941359,-0.0004417,0.0006684,-0.004068
0.0593977,0.0,0.1957005,-0.0004417,0.0006684,-0.004068
0.0593977,0.0,0.1972651,-0.0004357,0.0006622,-0.0028669
0.0593977,0.0,0.1988297,-0.0004313,0.000658,-0.0017029
0.0593977,0.0,0.2003944,-0.0004282,0.0006559,-0.0005645
0.0609574,0.0,0.0251573,-0.0004048,0.0006043,0.0115268
0.0609574,0.0,0.0267219,-0.0004048,0.0006043,0.0115268
0.0609574,0.0,0.0282865,-0.0004242,0.0006354,0.0131921
0.0609574,0.0,0.0298511,-0.0004437,0.0006673,0.0150382
0.0609574,0.0,0.0314157,-0.0004632,0.0007001,0.0170778
0.0609574,0.0,0.0329804,-0.0004632,0.0007001,0.0170778
0.0609574,0.0,0.034545,-0.0004825,0.0007335,0.0193225
0.0609574,0.0,0.0361096,-0.0005014,0.0007676,0.0217825
0.0609574,0.0,0.0376742,-0.0005195,0.0008021,0.0244665
0.0609574,0.0,0.0392388,-0.0005195,0.0008021,0.0244665
0.0609574,0.0,0.0408034,-0.0005366,0.0008371,0.0273806
0.0609574,0.0,0.0423681,-0.0005523,0.0008723,0.0305277
0.0609574,0.0,0.0439327,-0.0005663,0.0009076,0.0339072
0.0609574,0.0,0.0454973,-0.0005782,0.0009429,0.0375139
0.0609574,0.0,0.0470619,-0.0005782,0.0009429,0.0375139
0.0609574,0.0,0.0486265,-0.0006163,0.0009595,0.0413372
0.0609574,0.0,0.0501911,-0.0006237,0.0009938,0.0453603
0.0609574,0.0,0.0517558,-0.0006275,0.0010276,0.0495597
0.0609574,0.0,0.0533204,-0.0006275,0.0010276,0.0495597
0.0609574,0.0,0.054885,-0.0006273,0.0010606,0.0539035
0.0609574,0.0,0.0564496,-0.0006225,0.0010926,0.0583516
0.0609574,0.0,0.0580142,-0.0006125,0.0011232,0.0628538
0.0609574,0.0,0.0595789,-0.0006125,0.0011232,0.0628538
0.0609574,0.0,0.0611435,-0.0005967,0.001152,0.0673496
0.0609574,0.0,0.0627081,-0.0005744,0.0011787,0.0717657
0.0609574,0.0,0.0642727,-0.0005082,0.0012198,0.0760176
0.0609574,0.0,0.0658373,-0.0005082,0.0012198,0.0760176
0.0609574,0.0,0.0674019,-0.0004706,0.0012401,0.0800021
0.0609574,0.0,0.0689666,-0.0004257,0.0012568,0.0836115
0.0609574,0.0,0.0705312,-0.0003866,0.001267,0.0859199
0.0609574,0.0,0.0720958,-0.0003589,0.0012732,0.0872847
0.0609574,0.0,0.0736604,-0.0003004,0.0012857,0.0894635
0.0609574,0.0,0.075225,-0.0002639,0.0012958,0.0902251
0.0609574,0.0,0.0767896,-0.0001718,0.0013199,0.0909676
0.0609574,0.0,0.0783543,-0.0001167,0.0013325,0.090892
0.0609574,0.0,0.0799189,1.26e-05,0.0013594,0.0896976
0.0609574,0.0,0.0814835,8.83e-05,0.0013749,0.0885164
0.0609574,0.0,0.0830481,0.0002671,0.0014154,0.0848326
0.0609574,0.0,0.0846127,0.000373,0.001443,0.0822746
0.0609574,0.0,0.0861773,0.0006269,0.0015206,0.0756255
0.0609574,0.0,0.0877419,0.0007789,0.0015743,0.0715212
0.0609574,0.0,0.0893066,0.0011437,0.0017205,0.0618358
0.0609574,0.0,0.0908712,0.0013601,0.0018161,0.0563538
0.0609574,0.0,0.0924358,0.0018653,0.0020554,0.0445763
0.0609574,0.0,0.0940004,0.0021516,0.0021975,0.0385626
0.0609574,0.0,0.095565,0.002769,0.0025124,0.027184
0.0609574,0.0,0.0971296,0.0030826,0.0026753,0.0222013
0.0609574,0.0,0.0986943,0.0036545,0.0029781,0.0143834
0.0609574,0.0,0.1002589,0.0038824,0.0031025,0.0116284
0.0609574,0.0,0.1018235,0.0041516,0.003261,0.0078703
0.0609574,0.0,0.1033881,0.0041741,0.0032848,0.0063621
0.0609574,0.0,0.1049527,0.0039866,0.0032161,0.0025046
0.0609574,0.0,0.1065173,0.0037898,0.0031299,-0.0003945
0.0609574,0.0,0.108082,0.0032561,0.0028862,-0.0088243
0.0609574,0.0,0.1096466,0.0029514,0.0027442,-0.0143116
0.0609574,0.0,0.1112112,0.0023403,0.002456,-0.0271059
0.0609574,0.0,0.1127758,0.0020568,0.0023218,-0.0339971
0.0609574,0.0,0.1143404,0.001568,0.0020929,-0.0477429
0.0609574,0.0,0.115905,0.0013669,0.0020006,-0.0542615
0.0609574,0.0,0.1174697,0.0010426,0.0018557,-0.0660074
0.0609574,0.0,0.1190343,0.0009115,0.0017989,-0.0711003
0.0609574,0.0,0.1205989,0.0006858,0.0017058,-0.0795861
0.0609574,0.0,0.1221635,0.0005798,0.0016658,-0.0829785
0.0609574,0.0,0.1237281,0.0003662,0.0015957,-0.0881315
0.0609574,0.0,0.1252928,0.0002594,0.0015663,-0.0899292
0.0609574,0.0,0.1268574,-0.0011781,0.0012323,-0.0915424
0.0609574,0.0,0.128422,-6.82e-05,0.0014946,-0.0924433
0.0609574,0.0,0.1299866,-0.0001796,0.0014723,-0.0924265
0.0609574,0.0,0.1315512,-0.0003754,0.0014286,-0.0914007
0.0609574,0.0,0.1331158,-0.0005018,0.001392,-0.0900397
0.0609574,0.0,0.1346805,-0.0005018,0.001392,-0.0900397
0.0609574,0.0,0.1362451,-0.000563,0.0013678,-0.0873435
0.0609574,0.0,0.1378097,-0.0005525,0.0013672,-0.0840624
0.0609574,0.0,0.1393743,-0.0005783,0.0013539,-0.0803877
0.0609574,0.0,0.1409389,-0.0006015,0.001341,-0.0764366
0.0609574,0.0,0.1425035,-0.0006015,0.001341,-0.0764366
0.0609574,0.0,0.1440682,-0.0006249,0.0013259,-0.0722823
0.0609574,0.0,0.1456328,-0.0006468,0.0013073,-0.0680079
0.0609574,0.0,0.1471974,-0.0006662,0.0012846,-0.0636783
0.0609574,0.0,0.148762,-0.0007037,0.001028,-0.0629628
0.0609574,0.0,0.1503266,-0.0006817,0.0012583,-0.0593537
0.0609574,0.0,0.1518912,-0.0006927,0.0012286,-0.0550835
0.0609574,0.0,0.1534559,-0.000699,0.0011961,-0.0509086
0.0609574,0.0,0.1550205,-0.0007006,0.0011615,-0.0468625
0.0609574,0.0,0.1565851,-0.0007006,0.0011615,-0.0468625
0.0609574,0.0,0.1581497,-0.0006976,0.0011252,-0.0429715
0.0609574,0.0,0.1597143,-0.0006907,0.0010879,-0.0392557
0.0609574,0.0,0.1612789,-0.0006802,0.0010503,-0.0357294
0.0609574,0.0,0.1628436,-0.0006266,0.0009409,-0.0354342
0.0609574,0.0,0.1644082,-0.0006669,0.0010128,-0.0324022
0.0609574,0.0,0.1659728,-0.0006514,0.000976,-0.029279
0.0609574,0.0,0.1675374,-0.0006342,0.0009402,-0.0263611
0.0609574,0.0,0.169102,-0.0002731,0.0003717,-0.0251958
0.0609574,0.0,0.1706666,-0.0006159,0.0009058,-0.0236462
0.0609574,0.0,0.1722313,-0.0005971,0.0008731,-0.0211294
0.0609574,0.0,0.1737959,-0.0005782,0.0008422,-0.0188034
0.0609574,0.0,0.1753605,-0.0005595,0.0008134,-0.0166589
0.0609574,0.0,0.1769251,-0.0005595,0.0008134,-0.0166589
0.0609574,0.0,0.1784897,-0.0005415,0.0007868,-0.0146851
0.0609574,0.0,0.1800543,-0.0005243,0.0007623,-0.0128703
0.0609574,0.0,0.181619,-0.0005081,0.0007401,-0.0112014
0.0609574,0.0,0.1831836,-0.0005081,0.0007401,-0.0112014
0.0609574,0.0,0.1847482,-0.0004932,0.0007202,-0.0096651
0.0609574,0.0,0.1863128,-0.0004795,0.0007026,-0.0082476
0.0609574,0.0,0.1878774,-0.0004674,0.0006872,-0.0069347
0.0609574,0.0,0.189442,-0.0004674,0.0006872,-0.0069347
0.0609574,0.0,0.1910067,-0.0004567,0.0006742,-0.0057125
0.0609574,0.0,0.1925713,-0.0004475,0.0006633,-0.004567
0.0609574,0.0,0.1941359,-0.0004398,0.0006547,-0.0034846
0.0609574,0.0,0.1957005,-0.0004398,0.0006547,-0.0034846
0.0609574,0.0,0.1972651,-0.0004337,0.0006482,-0.0024517
0.0609574,0.0,0.1988297,-0.0004291,0.0006439,-0.0014546
0.0609574,0.0,0.2003944,-0.0004261,0.0006418,-0.0004819
0.0625171,0.0,0.0251573,-0.0004043,0.000603,0.0066439
0.0625171,0.0,0.0267219,-0.0004043,0.000603,0.0066439
0.0625171,0.0,0.0282865,-0.0004246,0.0006345,0.0080108
0.0625171,0.0,0.0298511,-0.0004451,0.0006668,0.009551
0.0625171,0.0,0.0314157,-0.0004658,0.0007001,0.0112784
0.0625171,0.0,0.0329804,-0.0004658,0.0007001,0.0112784
0.0625171,0.0,0.034545,-0.0004864,0.0007341,0.013206
0.0625171,0.0,0.0361096,-0.0005066,0.0007687,0.0153459
0.0625171,0.0,0.0376742,-0.0005262,0.000804,0.0177085
0.0625171,0.0,0.0392388,-0.0005262,0.000804,0.0177085
0.0625171,0.0,0.0408034,-0.0005448,0.0008397,0.0203018
0.0625171,0.0,0.0423681,-0.0005621,0.0008757,0.0231311
0.0625171,0.0,0.0439327,-0.0005777,0.0009119,0.026198
0.0625171,0.0,0.0454973,-0.0005912,0.0009482,0.0294996
0.0625171,0.0,0.0470619,-0.0005912,0.0009482,0.0294996
0.0625171,0.0,0.0486265,-0.0006021,0.0009843,0.0330275
0.0625171,0.0,0.0501911,-0.00061,0.00102,0.0367671
0.0625171,0.0,0.0517558,-0.0006142,0.0010551,0.0406966
0.0625171,0.0,0.0533204,-0.0006454,0.0010359,0.0406966
0.0625171,0.0,0.054885,-0.0006466,0.0010702,0.0447859
0.0625171,0.0,0.0564496,-0.0006429,0.0011036,0.0489956
0.0625171,0.0,0.0580142,-0.0006337,0.0011357,0.0532761
0.0625171,0.0,0.0595789,-0.0006337,0.0011357,0.0532761
0.0625171,0.0,0.0611435,-0.0006183,0.0011662,0.057567
0.0625171,0.0,0.0627081,-0.0005594,0.0012128,0.0617942
0.0625171,0.0,0.0642727,-0.0005282,0.0012381,0.0658726
0.0625171,0.0,0.0658373,-0.0005282,0.0012381,0.0658726
0.0625171,0.0,0.0674019,-0.0004883,0.0012601,0.069696
0.0625171,0.0,0.0689666,-0.0004394,0.0012783,0.0731557
0.0625171,0.0,0.0705312,-0.0003955,0.0012889,0.0753572
0.0625171,0.0,0.0720958,-0.0003642,0.0012951,0.0766537
0.0625171,0.0,0.0736604,-0.0002977,0.0013065,0.0787023
0.0625171,0.0,0.075225,-0.0002579,0.0013162,0.0794023
0.0625171,0.0,0.0767896,-0.0001585,0.0013398,0.0800333
0.0625171,0.0,0.0783543,-9.92e-05,0.0013522,0.0799096
0.0625171,0.0,0.0799189,3.96e-05,0.0013785,0.0786446
0.0625171,0.0,0.0814835,0.0001206,0.0013937,0.0774474
0.0625171,0.0,0.0830481,0.0003104,0.0014327,0.0737943
0.0625171,0.0,0.0846127,0.0004219,0.0014589,0.0712957
0.0625171,0.0,0.0861773,0.000686,0.001532,0.064895
0.0625171,0.0,0.0877419,0.000842,0.0015819,0.0609995
0.0625171,0.0,0.0893066,0.0012099,0.0017167,0.0519529
0.0625171,0.0,0.0908712,0.0014243,0.0018042,0.0469193
0.0625171,0.0,0.0924358,0.0019154,0.0020219,0.0363207
0.0625171,0.0,0.0940004,0.0021888,0.0021506,0.0310312
0.0625171,0.0,0.095565,0.0027693,0.0024342,0.0213005
0.0625171,0.0,0.0971296,0.0030604,0.0025798,0.0171935
0.0625171,0.0,0.0986943,0.0035873,0.0028479,0.0110892
0.0625171,0.0,0.1002589,0.0037964,0.0029569,0.0091322
0.0625171,0.0,0.1018235,0.0040438,0.0030954,0.0068527
0.0625171,0.0,0.1033881,0.0040654,0.0031168,0.0060675
0.0625171,0.0,0.1049527,0.0038967,0.0030594,0.0037799
0.0625171,0.0,0.1065173,0.0037175,0.002985,0.0017701
0.0625171,0.0,0.108082,0.0032263,0.0027696,-0.004687
0.0625171,0.0,0.1096466,0.0029419,0.0026415,-0.0091392
0.0625171,0.0,0.1112112,0.0023605,0.0023772,-0.0199406
0.0625171,0.0,0.1127758,0.0020837,0.0022522,-0.0259374
0.0625171,0.0,0.1143404,0.0015902,0.002035,-0.0381954
0.0625171,0.0,0.115905,0.001379,0.001946,-0.0441336
0.0625171,0.0,0.1174697,0.001027,0.0018057,-0.0550284
0.0625171,0.0,0.1190343,0.0008818,0.0017514,-0.059832
0.0625171,0.0,0.1205989,0.0006365,0.0016661,-0.0679546
0.0625171,0.0,0.1221635,0.0005282,0.0016316,-0.0712511
0.0625171,0.0,0.1237281,0.0003237,0.0015736,-0.0763414
0.0625171,0.0,0.1252928,0.0002253,0.0015496,-0.0781611
0.0625171,0.0,0.1268574,3.04e-05,0.0015089,-0.0804184
0.0625171,0.0,0.128422,-7.19e-05,0.00149,-0.0808705
0.0625171,0.0,0.1299866,-0.0001784,0.0014706,-0.0808994
0.0625171,0.0,0.1315512,-0.0003755,0.0014308,-0.07991
0.0625171,0.0,0.1331158,-0.000466,0.00141,-0.0786536
0.0625171,0.0,0.1346805,-0.000466,0.00141,-0.0786536
0.0625171,0.0,0.1362451,-0.0005359,0.0013866,-0.0761282
0.0625171,0.0,0.1378097,-0.0005617,0.0013701,-0.0730092
0.0625171,0.0,0.1393743,-0.0005901,0.0013572,-0.0695768
0.0625171,0.0,0.1409389,-0.000615,0.0013448,-0.0659181
0.0625171,0.0,0.1425035,-0.000615,0.0013448,-0.0659181
0.0625171,0.0,0.1440682,-0.0006407,0.0013299,-0.0620644
0.0625171,0.0,0.1456328,-0.0006642,0.0013111,-0.0581002
0.0625171,0.0,0.1471974,-0.0006847,0.001288,-0.0540864
0.0625171,0.0,0.148762,-0.000725,0.0009693,-0.0533319
0.0625171,0.0,0.1503266,-0.0007007,0.0012609,-0.0500842
0.0625171,0.0,0.1518912,-0.0007117,0.0012302,-0.0461441
0.0625171,0.0,0.1534559,-0.0007175,0.0011964,-0.0423082
0.0625171,0.0,0.1550205,-0.0007181,0.0011602,-0.0386101
