x_mm;z_mm;V;U;W
42.24085784;33.711736;-0.017093364;-0.135099902;-0.133635426
42.24085784;35.27635275;-0.016862872;-0.132508886;-0.136875837
42.24085784;36.8409695;-0.017268598;-0.128952493;-0.139889285
42.24085784;38.40558626;-0.018084867;-0.12544454;-0.143308795
42.24085784;39.97020301;-0.017901292;-0.120382126;-0.150021673
42.24085784;41.53481977;-0.019350162;-0.115836994;-0.150727868
42.24085784;43.09943652;-0.022999092;-0.112024471;-0.14271155
42.24085784;44.66405328;-0.023901815;-0.106800919;-0.141830099
42.24085784;46.22867003;-0.023915622;-0.101925529;-0.144046609
42.24085784;47.79328679;-0.026267935;-0.098475056;-0.138548215
42.24085784;49.35790354;-0.028714142;-0.095167944;-0.132271634
42.24085784;50.92252029;-0.030939717;-0.090378964;-0.127954184
42.24085784;52.48713705;-0.03268721;-0.086255521;-0.12305956
42.24085784;54.0517538;-0.031984524;-0.082093776;-0.126958912
42.24085784;55.61637056;-0.032083956;-0.078309352;-0.125645048
42.24085784;57.18098731;-0.033113247;-0.075629902;-0.119101764
42.24085784;58.74560407;-0.033258248;-0.072630001;-0.116776328
42.24085784;60.31022082;-0.033061433;-0.068149395;-0.11779618
42.24085784;61.87483758;-0.032692904;-0.065007364;-0.115266915
42.24085784;63.43945433;-0.032245712;-0.062202011;-0.112028892
42.24085784;65.00407108;-0.032450022;-0.057622603;-0.108943641
42.24085784;66.56868784;-0.032730609;-0.053209865;-0.106125544
42.24085784;68.13330459;-0.033802557;-0.051587603;-0.099098519
42.24085784;69.69792135;-0.033928921;-0.050356064;-0.093858809
42.24085784;71.2625381;-0.032754477;-0.044664395;-0.092873819
42.24085784;72.82715486;-0.03258923;-0.040499653;-0.087830742
42.24085784;74.39177161;-0.031484975;-0.040670677;-0.084464124
42.24085784;75.95638837;-0.029680059;-0.040031686;-0.083808837
42.24085784;77.52100512;-0.029232087;-0.03445485;-0.087680865
42.24085784;79.08562188;-0.028656061;-0.030022321;-0.089637425
42.24085784;80.65023863;-0.027588001;-0.030872525;-0.085769281
42.24085784;82.21485538;-0.027344433;-0.029190211;-0.079880659
42.24085784;83.77947214;-0.026512532;-0.026405585;-0.077263109
42.24085784;85.34408889;-0.025697452;-0.021167681;-0.077613534
42.24085784;86.90870565;-0.02646061;-0.021582956;-0.065920552
42.24085784;88.4733224;-0.028048467;-0.021272727;-0.049191955
42.24085784;90.03793916;-0.028811509;-0.014318538;-0.046819368
42.24085784;91.60255591;-0.027948286;-0.010326207;-0.052709524
42.24085784;93.16717267;-0.027257402;-0.011881037;-0.052225376
42.24085784;94.73178942;-0.026815338;-0.009005638;-0.056027903
42.24085784;96.29640617;-0.025553387;-0.00482864;-0.062289192
42.24085784;97.86102293;-0.023698696;-0.003871893;-0.062435028
42.24085784;99.42563968;-0.021748642;-0.001431706;-0.060675381
42.24085784;100.9902564;-0.02061206;-0.003038155;-0.061783529
42.24085784;102.5548732;-0.019223224;-0.000851622;-0.064563056
43.80056868;-77.37605357;-0.024089675;0.030680392;0.001744692
43.80056868;-75.81143682;-0.024976634;0.033538839;0.001364883
43.80056868;-74.24682006;-0.025445198;0.039197818;-0.001455346
43.80056868;-72.68220331;-0.025252093;0.047209454;-0.006356628
43.80056868;-71.11758656;-0.024313965;0.049914346;-0.024474241
43.80056868;-69.5529698;-0.024424678;0.053162389;-0.035313085
43.80056868;-67.98835305;-0.024928789;0.057614429;-0.045105935
43.80056868;-66.42373629;-0.025046074;0.062564492;-0.059006862
43.80056868;-64.85911954;-0.02533368;0.06682094;-0.068734176
43.80056868;-63.29450278;-0.025962206;0.070784367;-0.074748507
43.80056868;-61.72988603;-0.026428362;0.075591932;-0.079191689
43.80056868;-60.16526927;-0.025900814;0.079575195;-0.087377892
43.80056868;-58.60065252;-0.024707901;0.082840961;-0.100202084
43.80056868;-57.03603576;-0.02395632;0.08813373;-0.112752763
43.80056868;-55.47141901;-0.023795041;0.092782189;-0.120781197
43.80056868;-53.90680226;-0.023431644;0.095446123;-0.127979729
43.80056868;-52.3421855;-0.022868335;0.10081608;-0.139211894
43.80056868;-50.77756875;-0.022562998;0.106515345;-0.14476065
43.80056868;-49.21295199;-0.021594502;0.111457176;-0.150778452
43.80056868;-47.64833524;-0.020609802;0.117157375;-0.161137217
43.80056868;-46.08371848;-0.020498482;0.121847378;-0.161771775
43.80056868;-44.51910173;-0.020033549;0.124633524;-0.163782707
43.80056868;-42.95448497;-0.019093115;0.128009181;-0.166937847
43.80056868;-41.38986822;-0.017707243;0.130405399;-0.169771611
43.80056868;-39.82525147;-0.016102222;0.133671774;-0.171340023
43.80056868;-38.26063471;-0.014328887;0.135942047;-0.172805528
43.80056868;-36.69601796;-0.013699822;0.139517199;-0.168385288
43.80056868;-35.1314012;-0.012510029;0.142047666;-0.170060261
43.80056868;-33.56678445;-0.011017429;0.143019544;-0.175862964
43.80056868;-32.00216769;-0.010207546;0.145485161;-0.171920107
43.80056868;-30.43755094;-0.009482319;0.147935877;-0.159617253
43.80056868;-28.87293418;-0.008147881;0.149248508;-0.149932938
43.80056868;-27.30831743;-0.005509927;0.149915903;-0.146025164
43.80056868;-25.74370068;-0.003206553;0.152330493;-0.144089775
43.80056868;-24.17908392;-0.001886091;0.154483464;-0.140157452
43.80056868;-22.61446717;-0.000588893;0.1558441;-0.134526778
43.80056868;-21.04985041;0.002109817;0.156544506;-0.132048444
43.80056868;-19.48523366;0.005405431;0.156077516;-0.123478205
43.80056868;-17.9206169;0.01042136;0.154822524;-0.119834967
43.80056868;-16.35600015;0.017819955;0.153070885;-0.122122978
43.80056868;-14.79138339;0.02915733;0.14983979;-0.127320416
43.80056868;-13.22676664;0.04699076;0.150175892;-0.143304066
43.80056868;-11.66214988;0.073057582;0.149867866;-0.176453756
43.80056868;-10.09753313;0.112700756;0.147369286;-0.234719909
43.80056868;-8.532916376;0.168987311;0.142479146;-0.316711711
43.80056868;-6.968299621;0.238606489;0.133278793;-0.398983431
43.80056868;-5.403682867;0.327256218;0.119652633;-0.502279758
43.80056868;-3.839066112;0.432423542;0.101455526;-0.626987932
43.80056868;-2.274449358;0.524643743;0.080534063;-0.696898939
43.80056868;-0.709832603;0.584866781;0.059349923;-0.727737927
43.80056868;0.854784151;0.598814855;0.036113733;-0.734341713
43.80056868;2.419400906;0.560501687;0.01085035;-0.708144659
43.80056868;3.98401766;0.479210196;-0.015127354;-0.653148226
43.80056868;5.548634415;0.377402435;-0.045178054;-0.56602591
43.80056868;7.113251169;0.27848462;-0.072636177;-0.450321481
43.80056868;8.677867924;0.200856021;-0.095394716;-0.364885415
43.80056868;10.24248468;0.139159475;-0.114736102;-0.284941463
43.80056868;11.80710143;0.093524542;-0.128226297;-0.215976394
43.80056868;13.37171819;0.061520847;-0.137594274;-0.168232778
43.80056868;14.93633494;0.039977302;-0.141764315;-0.14143908
43.80056868;16.5009517;0.024611899;-0.145075097;-0.125698906
43.80056868;18.06556845;0.013726686;-0.146577029;-0.116822253
43.80056868;19.6301852;0.007351321;-0.145542103;-0.116718286
43.80056868;21.19480196;0.004172703;-0.145776721;-0.123194743
43.80056868;22.75941871;0.000913889;-0.146142575;-0.126264675
43.80056868;24.32403547;-0.002986926;-0.144779346;-0.126707599
43.80056868;25.88865222;-0.006332664;-0.142597397;-0.129943874
43.80056868;27.45326898;-0.009250486;-0.141580771;-0.133041565
43.80056868;29.01788573;-0.011446846;-0.139958154;-0.134450064
43.80056868;30.58250249;-0.013144579;-0.137393379;-0.133927634
43.80056868;32.14711924;-0.016169123;-0.134256682;-0.132872431
43.80056868;33.711736;-0.017412725;-0.130859822;-0.136564948
43.80056868;35.27635275;-0.018193971;-0.128664879;-0.137920269
43.80056868;36.8409695;-0.020221132;-0.12504524;-0.137239603
43.80056868;38.40558626;-0.021772805;-0.121617078;-0.138569806
43.80056868;39.97020301;-0.022941391;-0.117354901;-0.140814977
43.80056868;41.53481977;-0.024680734;-0.11347869;-0.139893176
43.80056868;43.09943652;-0.027213665;-0.109816416;-0.13543613
43.80056868;44.66405328;-0.027045243;-0.103746693;-0.139000954
43.80056868;46.22867003;-0.025891578;-0.098782426;-0.144966622
43.80056868;47.79328679;-0.027064336;-0.095107593;-0.14260665
43.80056868;49.35790354;-0.030730436;-0.092176956;-0.132395737
43.80056868;50.92252029;-0.034014113;-0.087900472;-0.124623504
43.80056868;52.48713705;-0.035403319;-0.084254355;-0.120407284
43.80056868;54.0517538;-0.034429804;-0.080519314;-0.12391428
43.80056868;55.61637056;-0.035162647;-0.076682005;-0.120028317
43.80056868;57.18098731;-0.035979982;-0.072997626;-0.116007481
43.80056868;58.74560407;-0.035197382;-0.069526702;-0.116982807
43.80056868;60.31022082;-0.035300305;-0.065381656;-0.115966775
43.80056868;61.87483758;-0.03534595;-0.062669507;-0.112122625
43.80056868;63.43945433;-0.034200101;-0.059623365;-0.110987283
43.80056868;65.00407108;-0.033402114;-0.055260447;-0.111083793
43.80056868;66.56868784;-0.033819118;-0.051263973;-0.107254037
43.80056868;68.13330459;-0.036031151;-0.049737367;-0.095860275
43.80056868;69.69792135;-0.037242598;-0.048499679;-0.087952013
43.80056868;71.2625381;-0.035073236;-0.042044853;-0.090770157
43.80056868;72.82715486;-0.034210817;-0.037340914;-0.087681545
43.80056868;74.39177161;-0.033849768;-0.038205081;-0.079935149
43.80056868;75.95638837;-0.032469299;-0.036277683;-0.077245963
43.80056868;77.52100512;-0.031863607;-0.032674631;-0.079938115
43.80056868;79.08562188;-0.031232214;-0.028412512;-0.082086175
43.80056868;80.65023863;-0.031354013;-0.02818241;-0.077384554
43.80056868;82.21485538;-0.031306002;-0.028021629;-0.070919257
43.80056868;83.77947214;-0.02887911;-0.02503361;-0.071918539
43.80056868;85.34408889;-0.027225406;-0.021377262;-0.071809637
43.80056868;86.90870565;-0.028373836;-0.021736633;-0.060536636
43.80056868;88.4733224;-0.029865388;-0.019067723;-0.047931134
43.80056868;90.03793916;-0.029179896;-0.011479472;-0.049013267
43.80056868;91.60255591;-0.027683965;-0.008136929;-0.056541281
43.80056868;93.16717267;-0.027806794;-0.010042367;-0.054064244
43.80056868;94.73178942;-0.028339376;-0.008491068;-0.047318767
43.80056868;96.29640617;-0.027002947;-0.005060976;-0.047749844
43.80056868;97.86102293;-0.023935799;-0.002975867;-0.059238031
43.80056868;99.42563968;-0.02199986;0.00114844;-0.067604971
43.80056868;100.9902564;-0.022841558;-0.002677054;-0.056187226
43.80056868;102.5548732;-0.021544498;-0.002786298;-0.054968606
45.36027952;-77.37605357;-0.026364533;0.029494162;0.014547734
45.36027952;-75.81143682;-0.026868613;0.031415857;0.006811378
45.36027952;-74.24682006;-0.027203702;0.035869826;0.001321673
45.36027952;-72.68220331;-0.026588591;0.043065717;-0.007267841
45.36027952;-71.11758656;-0.025905286;0.046952798;-0.027771945
45.36027952;-69.5529698;-0.026357671;0.05041258;-0.040548702
45.36027952;-67.98835305;-0.026859984;0.054774018;-0.049310964
45.36027952;-66.42373629;-0.027135822;0.059424921;-0.058113746
45.36027952;-64.85911954;-0.026947211;0.063761099;-0.068559846
45.36027952;-63.29450278;-0.026739459;0.067602812;-0.080350638
45.36027952;-61.72988603;-0.02723523;0.072833245;-0.087124824
45.36027952;-60.16526927;-0.027781651;0.077044142;-0.089690635
45.36027952;-58.60065252;-0.027304342;0.080544614;-0.097522808
45.36027952;-57.03603576;-0.026419716;0.08600412;-0.109591233
45.36027952;-55.47141901;-0.025979594;0.090503106;-0.118771933
45.36027952;-53.90680226;-0.025277165;0.092976489;-0.128484111
45.36027952;-52.3421855;-0.024997501;0.097509039;-0.137955257
45.36027952;-50.77756875;-0.024899557;0.102517262;-0.141476725
45.36027952;-49.21295199;-0.023442821;0.106868;-0.14988479
45.36027952;-47.64833524;-0.022100207;0.112423336;-0.157512952
45.36027952;-46.08371848;-0.021757171;0.117553724;-0.159240817
45.36027952;-44.51910173;-0.021231824;0.12119784;-0.164958882
45.36027952;-42.95448497;-0.019465474;0.124737689;-0.177502048
45.36027952;-41.38986822;-0.017574419;0.126992239;-0.184221616
45.36027952;-39.82525147;-0.016335481;0.130126785;-0.184486018
45.36027952;-38.26063471;-0.015345035;0.131948637;-0.182131818
45.36027952;-36.69601796;-0.014745253;0.135301652;-0.178162135
45.36027952;-35.1314012;-0.013498704;0.138205803;-0.180281337
45.36027952;-33.56678445;-0.012142028;0.139039248;-0.183334028
45.36027952;-32.00216769;-0.010996711;0.14103441;-0.177199826
45.36027952;-30.43755094;-0.009769789;0.143753182;-0.16521838
45.36027952;-28.87293418;-0.008255259;0.14529026;-0.155559056
45.36027952;-27.30831743;-0.005621299;0.146095408;-0.150131667
45.36027952;-25.74370068;-0.003337937;0.148619311;-0.147124197
45.36027952;-24.17908392;-0.00209354;0.150269087;-0.142343655
45.36027952;-22.61446717;-0.000673939;0.150988774;-0.136610581
45.36027952;-21.04985041;0.002435337;0.152006396;-0.135618266
45.36027952;-19.48523366;0.005825858;0.151192106;-0.124080693
45.36027952;-17.9206169;0.011137664;0.149387067;-0.12113885
45.36027952;-16.35600015;0.019101251;0.147375091;-0.125653811
45.36027952;-14.79138339;0.03011111;0.143524354;-0.12626738
45.36027952;-13.22676664;0.046914564;0.142366369;-0.136119248
45.36027952;-11.66214988;0.073035248;0.139698766;-0.164119157
45.36027952;-10.09753313;0.113013353;0.134740675;-0.216840446
45.36027952;-8.532916376;0.170551215;0.127619213;-0.293571445
45.36027952;-6.968299621;0.244182751;0.117828479;-0.373228249
45.36027952;-5.403682867;0.333720938;0.104958164;-0.463683271
45.36027952;-3.839066112;0.438201349;0.088889987;-0.574635962
45.36027952;-2.274449358;0.529502248;0.071269318;-0.634163735
45.36027952;-0.709832603;0.588694314;0.053663299;-0.660225266
45.36027952;0.854784151;0.602344833;0.033733289;-0.664102845
45.36027952;2.419400906;0.566395402;0.012223207;-0.641671384
45.36027952;3.98401766;0.487902656;-0.01075559;-0.597926745
45.36027952;5.548634415;0.389343863;-0.036552418;-0.535745399
45.36027952;7.113251169;0.29018319;-0.061556001;-0.436360974
45.36027952;8.677867924;0.206897391;-0.083304368;-0.34758768
45.36027952;10.24248468;0.140185559;-0.103211167;-0.261218567
45.36027952;11.80710143;0.092443699;-0.118226735;-0.194433043
45.36027952;13.37171819;0.061471984;-0.128304521;-0.157300462
45.36027952;14.93633494;0.041664012;-0.133634508;-0.140457885
45.36027952;16.5009517;0.026081291;-0.138061058;-0.126381256
45.36027952;18.06556845;0.015288689;-0.140237851;-0.118829516
45.36027952;19.6301852;0.008734546;-0.140331442;-0.119176042
45.36027952;21.19480196;0.003826741;-0.141634503;-0.121729618
45.36027952;22.75941871;-0.001242518;-0.142540122;-0.119395768
45.36027952;24.32403547;-0.005972965;-0.141425271;-0.114540877
45.36027952;25.88865222;-0.008225506;-0.139253509;-0.120792728
45.36027952;27.45326898;-0.009961606;-0.137736155;-0.130317541
45.36027952;29.01788573;-0.012055542;-0.1353923;-0.13448404
45.36027952;30.58250249;-0.014375651;-0.133173307;-0.133591026
45.36027952;32.14711924;-0.016804342;-0.129970328;-0.134107809
45.36027952;33.711736;-0.017677214;-0.126521809;-0.139946718
45.36027952;35.27635275;-0.019383479;-0.12401593;-0.139242199
45.36027952;36.8409695;-0.022446744;-0.120334508;-0.137405115
45.36027952;38.40558626;-0.024597401;-0.116333428;-0.13811857
45.36027952;39.97020301;-0.026213231;-0.112852942;-0.138665659
45.36027952;41.53481977;-0.027956295;-0.109674827;-0.136991872
45.36027952;43.09943652;-0.028757969;-0.105635532;-0.137036809
45.36027952;44.66405328;-0.029396557;-0.100827824;-0.137566088
45.36027952;46.22867003;-0.029560225;-0.096495332;-0.139441387
45.36027952;47.79328679;-0.030034593;-0.091736017;-0.141488414
45.36027952;49.35790354;-0.033013062;-0.088073846;-0.134372528
45.36027952;50.92252029;-0.036310591;-0.084463207;-0.125699808
45.36027952;52.48713705;-0.037921014;-0.080906015;-0.119989248
45.36027952;54.0517538;-0.037312107;-0.078139166;-0.120921789
45.36027952;55.61637056;-0.037012029;-0.074493405;-0.119225146
45.36027952;57.18098731;-0.036524141;-0.069987911;-0.120282406
45.36027952;58.74560407;-0.036180304;-0.065659645;-0.121454618
45.36027952;60.31022082;-0.036027201;-0.061704249;-0.118458537
45.36027952;61.87483758;-0.035995776;-0.059213016;-0.114864792
45.36027952;63.43945433;-0.03556927;-0.056493552;-0.112813177
45.36027952;65.00407108;-0.035383816;-0.052774419;-0.109824839
45.36027952;66.56868784;-0.036079821;-0.049637805;-0.103692487
45.36027952;68.13330459;-0.037160305;-0.047610102;-0.095327809
45.36027952;69.69792135;-0.038336602;-0.045576472;-0.086151316
45.36027952;71.2625381;-0.036901439;-0.040131284;-0.086015517
45.36027952;72.82715486;-0.03578569;-0.034853913;-0.088030941
45.36027952;74.39177161;-0.035825309;-0.034379876;-0.081426594
45.36027952;75.95638837;-0.035165059;-0.032708065;-0.074624246
45.36027952;77.52100512;-0.034625709;-0.031168047;-0.072383156
45.36027952;79.08562188;-0.033394858;-0.027299448;-0.075782444
45.36027952;80.65023863;-0.03304805;-0.026096687;-0.07239547
45.36027952;82.21485538;-0.03306002;-0.027034406;-0.062775491
45.36027952;83.77947214;-0.030588314;-0.024426107;-0.062833533
45.36027952;85.34408889;-0.028710557;-0.021493877;-0.064874819
45.36027952;86.90870565;-0.030052944;-0.021318342;-0.0579605
45.36027952;88.4733224;-0.031896908;-0.018168112;-0.045590023
45.36027952;90.03793916;-0.031663649;-0.01268947;-0.038492714
45.36027952;91.60255591;-0.030832958;-0.011132628;-0.040338423
45.36027952;93.16717267;-0.031119457;-0.010491844;-0.043448583
45.36027952;94.73178942;-0.03116917;-0.007451707;-0.039519811
45.36027952;96.29640617;-0.028437363;-0.006110441;-0.039278771
45.36027952;97.86102293;-0.024307577;-0.001600553;-0.055365359
45.36027952;99.42563968;-0.023434475;0.001813854;-0.06084569
45.36027952;100.9902564;-0.025168249;-0.00137711;-0.051755077
45.36027952;102.5548732;-0.025248265;-0.00208777;-0.047519157
46.91999035;-77.37605357;-0.027008202;0.027887363;0.003172635
46.91999035;-75.81143682;-0.027640017;0.029887852;0.000435564
46.91999035;-74.24682006;-0.02786964;0.034409312;-0.004696319
46.91999035;-72.68220331;-0.027870012;0.039702595;-0.012106019
46.91999035;-71.11758656;-0.028344717;0.044016202;-0.027325917
46.91999035;-69.5529698;-0.029161459;0.047947244;-0.037666711
46.91999035;-67.98835305;-0.029118323;0.052581543;-0.049340657
46.91999035;-66.42373629;-0.028998177;0.057696952;-0.057043587
46.91999035;-64.85911954;-0.028832795;0.061758787;-0.063983502
46.91999035;-63.29450278;-0.028591047;0.064928028;-0.078975158
46.91999035;-61.72988603;-0.029057405;0.069748413;-0.090575138
46.91999035;-60.16526927;-0.029718246;0.074209872;-0.094945822
46.91999035;-58.60065252;-0.02960737;0.077919575;-0.099696255
46.91999035;-57.03603576;-0.029003733;0.083121473;-0.109001311
46.91999035;-55.47141901;-0.028629033;0.087432185;-0.118209605
46.91999035;-53.90680226;-0.028125131;0.090057944;-0.126016138
46.91999035;-52.3421855;-0.027858586;0.094216336;-0.132990776
46.91999035;-50.77756875;-0.027407957;0.098726907;-0.13916218
46.91999035;-49.21295199;-0.025877936;0.102782234;-0.148150123
46.91999035;-47.64833524;-0.024424031;0.1080153;-0.155261881
46.91999035;-46.08371848;-0.023818166;0.113462794;-0.156962193
46.91999035;-44.51910173;-0.022939596;0.116904575;-0.162073601
46.91999035;-42.95448497;-0.020759673;0.120994651;-0.180268082
46.91999035;-41.38986822;-0.018503421;0.124152298;-0.192221215
46.91999035;-39.82525147;-0.017361487;0.127272284;-0.189937513
46.91999035;-38.26063471;-0.01635575;0.128460322;-0.187875918
46.91999035;-36.69601796;-0.015035183;0.131521926;-0.187560189
46.91999035;-35.1314012;-0.013548463;0.13545383;-0.18875226
46.91999035;-33.56678445;-0.012587341;0.136443613;-0.187403297
46.91999035;-32.00216769;-0.011452911;0.137500715;-0.181455534
46.91999035;-30.43755094;-0.009568952;0.139586653;-0.172836229
46.91999035;-28.87293418;-0.007700272;0.14100189;-0.163101567
46.91999035;-27.30831743;-0.005447176;0.14230503;-0.155938071
46.91999035;-25.74370068;-0.003418668;0.144503571;-0.15127714
46.91999035;-24.17908392;-0.002298077;0.145084398;-0.144928012
46.91999035;-22.61446717;-0.000986844;0.146274697;-0.137990371
46.91999035;-21.04985041;0.00174772;0.146987013;-0.131512902
46.91999035;-19.48523366;0.005856539;0.14504612;-0.12125086
46.91999035;-17.9206169;0.012178297;0.143285433;-0.12305737
46.91999035;-16.35600015;0.020434616;0.141480284;-0.126664299
46.91999035;-14.79138339;0.031962099;0.137132077;-0.126816904
46.91999035;-13.22676664;0.049129116;0.134627202;-0.133919599
46.91999035;-11.66214988;0.075748967;0.13000568;-0.1569658
46.91999035;-10.09753313;0.115210684;0.123243911;-0.201518845
46.91999035;-8.532916376;0.173721887;0.114861826;-0.274222238
46.91999035;-6.968299621;0.250737946;0.105107282;-0.356028392
46.91999035;-5.403682867;0.340223177;0.09274834;-0.43274631
46.91999035;-3.839066112;0.440171362;0.078116112;-0.511494695
46.91999035;-2.274449358;0.527829568;0.063043729;-0.55174523
46.91999035;-0.709832603;0.587175853;0.048279261;-0.581162622
46.91999035;0.854784151;0.602217472;0.03073734;-0.590124514
46.91999035;2.419400906;0.565805417;0.012593102;-0.56210303
46.91999035;3.98401766;0.487804842;-0.00849377;-0.515451678
46.91999035;5.548634415;0.396494263;-0.029984953;-0.491673943
46.91999035;7.113251169;0.301922663;-0.051108691;-0.424645386
46.91999035;8.677867924;0.216101113;-0.071682924;-0.339776433
46.91999035;10.24248468;0.146218941;-0.091527822;-0.251739766
46.91999035;11.80710143;0.095928867;-0.107530745;-0.182438089
46.91999035;13.37171819;0.063025223;-0.119001537;-0.14652238
46.91999035;14.93633494;0.042101427;-0.125933255;-0.132529338
46.91999035;16.5009517;0.026085053;-0.130977827;-0.120424351
46.91999035;18.06556845;0.01586796;-0.133807644;-0.116018205
46.91999035;19.6301852;0.010009492;-0.135151783;-0.119894321
46.91999035;21.19480196;0.004111104;-0.136903628;-0.121765373
46.91999035;22.75941871;-0.00292344;-0.137824226;-0.115406257
46.91999035;24.32403547;-0.007416664;-0.136670797;-0.111526495
46.91999035;25.88865222;-0.008832395;-0.134664531;-0.117526376
46.91999035;27.45326898;-0.010557796;-0.134292112;-0.126428329
46.91999035;29.01788573;-0.012648883;-0.131786795;-0.132245409
46.91999035;30.58250249;-0.015253659;-0.129034861;-0.133101086
46.91999035;32.14711924;-0.016918743;-0.125902807;-0.137248176
46.91999035;33.711736;-0.018086736;-0.122432523;-0.141974622
46.91999035;35.27635275;-0.020550932;-0.119550959;-0.140301974
46.91999035;36.8409695;-0.023920741;-0.115992312;-0.138631035
46.91999035;38.40558626;-0.026427411;-0.111884148;-0.139253825
46.91999035;39.97020301;-0.027657095;-0.108565204;-0.14085588
46.91999035;41.53481977;-0.028217095;-0.105601786;-0.142192173
46.91999035;43.09943652;-0.029140321;-0.101095564;-0.14183002
46.91999035;44.66405328;-0.031726076;-0.09728157;-0.136587661
46.91999035;46.22867003;-0.032923833;-0.093244347;-0.135229572
46.91999035;47.79328679;-0.033202828;-0.087253126;-0.138902222
46.91999035;49.35790354;-0.034907723;-0.083319332;-0.136967545
46.91999035;50.92252029;-0.037598736;-0.080392728;-0.129360714
46.91999035;52.48713705;-0.038764626;-0.075418978;-0.125947815
46.91999035;54.0517538;-0.038150527;-0.073145162;-0.126479181
46.91999035;55.61637056;-0.037344007;-0.070309761;-0.126202592
46.91999035;57.18098731;-0.036631319;-0.066443357;-0.126856202
46.91999035;58.74560407;-0.036883814;-0.061473506;-0.126658201
46.91999035;60.31022082;-0.03720973;-0.057932424;-0.121444701
46.91999035;61.87483758;-0.037341211;-0.055908783;-0.11740085
46.91999035;63.43945433;-0.037345675;-0.053338705;-0.115541321
46.91999035;65.00407108;-0.037856408;-0.049806389;-0.111016909
46.91999035;66.56868784;-0.039181763;-0.047221044;-0.102402373
46.91999035;68.13330459;-0.038146323;-0.04454276;-0.099671026
46.91999035;69.69792135;-0.037843758;-0.041185495;-0.09419397
46.91999035;71.2625381;-0.0384077;-0.037618828;-0.086735512
46.91999035;72.82715486;-0.037752552;-0.033813593;-0.085601626
46.91999035;74.39177161;-0.037678218;-0.03108691;-0.083936515
46.91999035;75.95638837;-0.037280441;-0.029847427;-0.077863858
46.91999035;77.52100512;-0.035851664;-0.029123731;-0.074965662
46.91999035;79.08562188;-0.033892834;-0.025062445;-0.078154461
46.91999035;80.65023863;-0.033038225;-0.02283706;-0.075387494
46.91999035;82.21485538;-0.033025408;-0.023388162;-0.06305711
46.91999035;83.77947214;-0.03185054;-0.022437319;-0.058727354
46.91999035;85.34408889;-0.030260567;-0.019913475;-0.062632784
46.91999035;86.90870565;-0.031347916;-0.018968764;-0.058010961
46.91999035;88.4733224;-0.033879548;-0.017001671;-0.043840935
46.91999035;90.03793916;-0.034261741;-0.012994397;-0.034976287
46.91999035;91.60255591;-0.033017032;-0.011342395;-0.035123748
46.91999035;93.16717267;-0.033258149;-0.009987971;-0.034656786
46.91999035;94.73178942;-0.033309785;-0.005657648;-0.036683757
46.91999035;96.29640617;-0.031556821;-0.006156202;-0.035864286
46.91999035;97.86102293;-0.029047127;-0.002594252;-0.042077701
46.91999035;99.42563968;-0.026992901;0.00083864;-0.056175079
46.91999035;100.9902564;-0.027074762;-0.000999583;-0.047822524
46.91999035;102.5548732;-0.026464139;-0.001423127;-0.042557606
48.47970119;-77.37605357;-0.027355744;0.02660865;-0.004002255
48.47970119;-75.81143682;-0.028171363;0.028811187;-0.002941269
48.47970119;-74.24682006;-0.028118306;0.033264389;-0.011172536
48.47970119;-72.68220331;-0.028566713;0.037398663;-0.019338442
48.47970119;-71.11758656;-0.030000638;0.041220538;-0.026273519
48.47970119;-69.5529698;-0.03173474;0.0449878;-0.028338665
48.47970119;-67.98835305;-0.03173717;0.05077266;-0.038749658
48.47970119;-66.42373629;-0.031050871;0.05610033;-0.050217034
48.47970119;-64.85911954;-0.030551113;0.059633041;-0.061318437
48.47970119;-63.29450278;-0.030540324;0.06245835;-0.076596473
48.47970119;-61.72988603;-0.031080157;0.066578966;-0.0893137
48.47970119;-60.16526927;-0.031157329;0.070947752;-0.098469892
48.47970119;-58.60065252;-0.03059436;0.074388394;-0.105427637
48.47970119;-57.03603576;-0.030198239;0.079288443;-0.113679198
48.47970119;-55.47141901;-0.030054478;0.083543455;-0.121693278
48.47970119;-53.90680226;-0.029904623;0.086409099;-0.126008443
48.47970119;-52.3421855;-0.029707717;0.090511347;-0.129950438
48.47970119;-50.77756875;-0.028976988;0.095200543;-0.139050225
48.47970119;-49.21295199;-0.027904549;0.099708323;-0.149894201
48.47970119;-47.64833524;-0.026932196;0.104772769;-0.156957543
48.47970119;-46.08371848;-0.025963399;0.109973608;-0.161890342
48.47970119;-44.51910173;-0.024622746;0.112961702;-0.165110206
48.47970119;-42.95448497;-0.022258445;0.116935845;-0.18050803
48.47970119;-41.38986822;-0.019865618;0.12048985;-0.193494413
48.47970119;-39.82525147;-0.018612679;0.123765186;-0.192941234
48.47970119;-38.26063471;-0.017237689;0.125531535;-0.193615146
48.47970119;-36.69601796;-0.01521675;0.12886931;-0.196263705
48.47970119;-35.1314012;-0.013737802;0.132944684;-0.19367329
48.47970119;-33.56678445;-0.01316676;0.133484829;-0.187607135
48.47970119;-32.00216769;-0.011927306;0.133690786;-0.184090459
48.47970119;-30.43755094;-0.009496255;0.135326153;-0.180510862
48.47970119;-28.87293418;-0.00765545;0.136581176;-0.170168721
48.47970119;-27.30831743;-0.005829256;0.137802873;-0.1601645
